ws-10 stronghold  elapsed time per iteration (ms)  6484.0 
ws-10 stronghold  elapsed time per iteration (ms)  6667.1 
ws-10 stronghold  elapsed time per iteration (ms)  6787.7 
ws-10 stronghold  elapsed time per iteration (ms)  6881.0 
ws-10 stronghold  elapsed time per iteration (ms)  7988.6 
ws-12 stronghold  elapsed time per iteration (ms)  6337.0 
ws-12 stronghold  elapsed time per iteration (ms)  6414.5 
ws-12 stronghold  elapsed time per iteration (ms)  6544.1 
ws-12 stronghold  elapsed time per iteration (ms)  6619.1 
ws-12 stronghold  elapsed time per iteration (ms)  7418.1 
ws-14 stronghold  elapsed time per iteration (ms)  6221.8 
ws-14 stronghold  elapsed time per iteration (ms)  6289.5 
ws-14 stronghold  elapsed time per iteration (ms)  6491.1 
ws-14 stronghold  elapsed time per iteration (ms)  6550.0 
ws-14 stronghold  elapsed time per iteration (ms)  7230.1 
ws-15 stronghold  elapsed time per iteration (ms)  5883.4 
ws-15 stronghold  elapsed time per iteration (ms)  5964.0 
ws-15 stronghold  elapsed time per iteration (ms)  5990.7 
ws-15 stronghold  elapsed time per iteration (ms)  6001.7 
ws-15 stronghold  elapsed time per iteration (ms)  6618.7 
ws-2 stronghold  elapsed time per iteration (ms)  7862.0 
ws-2 stronghold  elapsed time per iteration (ms)  7908.9 
ws-2 stronghold  elapsed time per iteration (ms)  7961.1 
ws-2 stronghold  elapsed time per iteration (ms)  7983.3 
ws-2 stronghold  elapsed time per iteration (ms)  8997.5 
ws-4 stronghold  elapsed time per iteration (ms)  7540.5 
ws-4 stronghold  elapsed time per iteration (ms)  7702.9 
ws-4 stronghold  elapsed time per iteration (ms)  7738.4 
ws-4 stronghold  elapsed time per iteration (ms)  7761.7 
ws-4 stronghold  elapsed time per iteration (ms)  8709.8 
ws-6 stronghold  elapsed time per iteration (ms)  7144.7 
ws-6 stronghold  elapsed time per iteration (ms)  7176.9 
ws-6 stronghold  elapsed time per iteration (ms)  7213.0 
ws-6 stronghold  elapsed time per iteration (ms)  7274.2 
ws-6 stronghold  elapsed time per iteration (ms)  8292.9 
ws-8 stronghold  elapsed time per iteration (ms)  7039.6 
ws-8 stronghold  elapsed time per iteration (ms)  7201.5 
ws-8 stronghold  elapsed time per iteration (ms)  7230.5 
ws-8 stronghold  elapsed time per iteration (ms)  7306.3 
ws-8 stronghold  elapsed time per iteration (ms)  8122.4 
